property_id,property_link,listing_title,description,location,num_bedrooms,num_bathrooms,max_tenants,deposit,rent_pcm,bills_included,student_friendly,family_friendly,pet_friendly,smoker_friendly,available_from,min_tenancy_months,garden,parking,fireplace,furnishing,closest_station,closest_station_mins,postcode,scrape_date
1197099,https://www.openrent.co.uk//1197099,"1 Bed Terraced House, Oxley Close, SE1","Refurbished and redecorated fully furnished small and comfortable two storey 1 bedroom house with private garden & garden furniture, desk space for remote working upstairs, fitted open plan kitchen (dish washer, fitted fridge, fitted feezer, micro wave, double oven, induction hob and extractor hood), Economy 7 heating downstairs and additional underfloor heating with separate controls for the bedroom and bathroom. Bright with plenty of natural light & LED lighting, hardwood oak floor, large bathroom with bathtub, plenty of shelves and cupboard for the washing machine. Close to Old Kent Road supermarkets and bus lines, within walking distance of Guyâs Hospital, 12mns walk to Bermondsey tube (Jubilee line) and 5 mns walk to Burgess Park. Available 11th October: rent of Â£1450 pcm (Â£335 per week) excluding bills (water, electricity, TV license, internet etc) and council tax (currently Â£1067p.a.). Five weekâs rent deposit (Â£1,673) deposited with the Deposit Protection Service.No fees are charged. One weekâs holding deposit (Â£335) is payable on application. As required by the Tenant Fees Act (2019), the holding deposit will be counted against the first monthâs rent in case of a successful application,or will be returned, unless: the applicant withdraws, or doesnât take all reasonable steps to enter the tenancy, or fails a right to rent check, or provides misleading information which materially affects their suitability to rent the property.Energy Performance Certificate rating: C.Car parking space can be made available for Â£100pcm. No sharers, non-smoking only. References required. No DSS or agents please.Please contact us for questions or viewings.",London,1,1,2,1673,1450,No,Yes,Yes,Yes,No,11-Oct-21,12,Yes,Yes,No,Furnished,South Bermondsey,17,SE1,14-Sep-21
1202746,https://www.openrent.co.uk//1202746,"1 Bed Flat, Garden House, W2","Ground  floor - 1 bedroom - 405 sq ft - 1 bathroom ðBroadband, CCTV, Available furnished or unfurnished, Gardens, Laundry Service, Lifts, Porter ð³A luxury one bedroom, one bathroom, 405 sq ft ground floor apartment within this stunning Grade II listed building with access to the beautiful private garden square.The apartment has been interior designed and finished to the highest of standards with high-end modern finishes whilst retaining its original Grade II listed features from the original building. The apartment comprises a bright and airy bedroom, a luxurious reception room with bespoke furniture, an exquisite polished marble bathroom and a fully fitted bespoke Miele kitchen. The apartment has access to the stunning communal gardens which is one of Londonâs few remaining traditional Garden squares.  The building hosts 24-hour security, lift service, unique private access to Kensington Garden Square gardens and an emergency out of hourâs maintenance service. Garden House is located in a quiet residential part of W2 and close to the amenities of Westbourne Grove, Notting Hill and the beautiful Hyde Park including Whitley shopping mall. It is also perfectly located for easy access to transport links with Bayswater and Queensway tube station just 5 minutesâ walk away ðRent directly from us and pay no agency fees - just a one-off checkout charge. All of our tenants benefit from a dedicated building manager who is on hand to assist with any property related issues. We also employ a dedicated team of maintenance experts and provide a 24-hour emergency helpline ð²Interior Designed | Residents Private GardenHigh specification throughout | Crestron Automation System | Superfast Broadband Period feature property | Two passenger lifts24-Hour Concierge Service | On-Site Building Manager | CCTVPet Friendly | Porter Flexible Rental Terms | Available Furnished & UnfurnishedTRANSPORT NEARBY: ðBayswater - 0.2 miles (4 minute walk)Queensway - 0.3 miles (6 minute walk)Royal Oak - 0.3 miles (7 minute walk)Notting Hill Gate - 0.5 miles (9 minute walk)London Paddington - 0.6 miles (12 minute walk)Best Regards,Federicað¦",London,1,1,2,3033,3033,No,Yes,Yes,Yes,Yes,25-Oct-21,6,Yes,No,No,At tenant choice,Bayswater Station,5,W2,14-Sep-21
1191704,https://www.openrent.co.uk//1191704,"Room in a Shared House, Maskelyne Close, SW11",- - About the room - -The room has been recently refurbished and will be deep cleaned once the current tenant vacates.Large windows offer a lot of sunshine.We consider preferably single working professionals or students with UK Based Guarantors.- - The property - -What else do we provide?- All bills are covered- Bi-Weekly cleaning service- Maintenance team ready at your disposalClosest bus station is 2 minutes away from the propertywhich can take prospective tenants to Clapham Junction within 10-15 mins.- - The household - -Only working professionals reside in the property aged between 25-35.,London,4,1,1,725,725,Yes,Yes,No,No,Yes,14-Sep-21,12,No,Yes,No,Furnished,Imperial Wharf,16,SW11,14-Sep-21
1202244,https://www.openrent.co.uk//1202244,"Room in a Shared House, Maskelyne Close, SW11","Double Room(s) for rent in BATTERSEA / ALL BILLS INCLUDED / FREE WIFIPrime location, with excellent transportation links (approximately 15 minute walk to Battersea Park Train Station, connecting with London Overground and Southern). Double room is spacious and fully furnished with double bed, wardrobe and chest of drawers.Kitchen is fully equipped with washing machine, fridge freezer, cooker and all other necessary kitchen appliances. Other benefits include:* All bills Included* Professional weekly cleaning service!!* WIFILocation Info5 minute walk to Battersea Park5 minutes walk to Tesco 15 minutes walk to Battersea Park and Clapham Train stations.",London,1,1,1,700,700,Yes,Yes,No,No,No,24-Sep-21,6,No,No,No,Furnished,Imperial Wharf,16,SW11,14-Sep-21
1209495,https://www.openrent.co.uk//1209495,"2 Bed Flat, Maida Vale, W9","Immaculate & bright, 2-double bed,2nd floor period conversion with all mod cons, 20âx16âreception/kitchen, 13âx13â main bedroom & access to one of largest landscaped private gardens in London, in one of Little Veniceâs most sought after prime residential streets, moments to Tube, shops &restaurants, 15 mins bus to Oxford St or Notting Hill.Rare open views both front & back. Bedrooms overlooking the gardens. Large bright reception with high ceilings, halogen lighting, Pioneer plasma, fully fitted open plan kitchen& utilities area.Â£550 pw. Min 12 months with 7 months break clause, long let. Available immediately. Professionals, nonsmokers, no pets, fully furnished only. Competitively priced for quality, room size, location and amenities, no timewasters please.",London,2,1,2,2749,2383,No,No,No,No,No,14-Sep-21,12,Yes,Yes,No,Furnished,"Maida Vale , Underground Station",5,W9,14-Sep-21
1178731,https://www.openrent.co.uk//1178731,"Studio Flat, Kensington Gardens Square, W2","Double Studio, High Ceilings, Communal Garden in the centre of Kensington Gardens Square, Fully Furnished, Separate Kitchen & Bathroom, Washer/Dryer, Video Entryphone, Large Full Height Wardrobes, Bayswater & Queensway Tubes & Hyde Park 3 Mins Walk . No DSS, Students or Agent enquiries.",London,1,1,2,1269,1100,No,No,No,No,No,14-Sep-21,12,Yes,No,No,Furnished,Bayswater Station,4,W2,14-Sep-21
1211295,https://www.openrent.co.uk//1211295,"1 Bed Flat, Bethnal Green Road, E2","Large 1 bed located within a popular Shoreditch location offering a very large double bedroom, a large separate living room (which can be used as a 2nd bedroom) and a large kitchen diner. Walking distance from Liverpool Street station. Presented with neutral decor, excellent natural light and wooden floors throughout.",London,1,1,3,1586,1375,No,Yes,Yes,Yes,Yes,29-Oct-21,6,No,No,No,Furnished,Shoreditch High Street,7,E2,14-Sep-21
1209582,https://www.openrent.co.uk//1209582,"Studio Flat, Hatherley Grove, W2","We are proud to offer this delightful 1 bedroom, 1 bathroom studio flat in a great location.Available to move in from 13 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£995.00 per month (Â£229.62 per week)Deposit / Bond is Â£1,148.07Minimum tenancy is 12 monthsMaximum number of tenants is 2",London,1,1,2,1148,995,Yes,Yes,No,No,No,14-Sep-21,12,No,No,No,Furnished,Royal Oak Station,5,W2,14-Sep-21
1209580,https://www.openrent.co.uk//1209580,"Bedsit, Hatherley Grove, W2",Lovely newly refurbished bedsit in the heart of Bayswater just off Westbourne Grove.Propwrty consists of a bedsit room withsingle bed and fitted wardrobe and table chairs.Own private kitchen amd bathroom is in an adjacent room. Washer dryer and  full size oven and hob come a standard. Council tax and water is included in rent.Electricity is approx Â£1 a day,London,1,1,1,874,758,Yes,Yes,No,No,No,14-Sep-21,12,No,No,No,At tenant choice,Royal Oak Station,5,W2,14-Sep-21
1171962,https://www.openrent.co.uk//1171962,"2 Bed Flat, Warrington Crescent, W9","A bright and spacious two bedroom, two bathroom flat in a desirable period conversion.Positioned on the second floor the flat enjoys beautiful views over the communal gardens. Warrington Crescent is one of London's most sought-after addresses. With a plethora of local cafes, restaurants, open green spaces, Regent's Canal within walking distance and Warwick Avenue tube station two minutes away , this location offers much to desire.",London,2,2,4,3250,3250,No,Yes,Yes,No,No,14-Sep-21,6,Yes,No,No,At tenant choice,Warwick Avenue Station,5,W9,14-Sep-21
1156202,https://www.openrent.co.uk//1156202,"2 Bed Flat, Prince Of Wales Road, NW5","A split-level, two bedroom loft apartment set on the second floor of the old North London Polytechnic building. The property comprises of a spacious open plan reception room, fully fitted kitchen and two double en-suite bedrooms with direct access to the communal roof terrace. Further benefits include wooden flooring, separate utility cupboard with drying facility and ample storage throughout the apartment. The property enjoys high ceilings an abundance of natural light. There are beautifully maintained communal roof terraces, courtyards and gardens to enjoy. This highly desirable secure development, with attractive communal area and daytime concierge is ideally placed for access to the many amenities of Camden and Kentish Town with excellent transport links to the City, West End and St Pancras International and The College FranÃ§ais Bilingue de Londres.  FeaturesÂ·       Stunning Two Bedroom Second Floor ApartmentÂ·       Spacious Open Plan Kitchen & Reception RoomÂ·       Two Double en-suite BedroomsÂ·       Popular Secure Development Â·       Communal Gardens and TerracesÂ·       Daily PorterÂ·       Underground Parking available by separate negotiation Â·       LiftSummaryRent Â£3,250.00 per month (Â£750.00 per week)Deposit / Bond is Â£3,250.00Minimum tenancy is 12 months",London,2,2,2,2990,2990,No,No,Yes,No,No,14-Sep-21,12,Yes,No,No,Furnished,Camden Road,4,NW5,14-Sep-21
1169738,https://www.openrent.co.uk//1169738,"1 Bed Flat, Kensington Gardens Square, W2",A bright one bedroom overlooking Kensington garden square ready to move in 23/08/2021,London,1,1,2,1517,1517,No,Yes,Yes,No,Yes,14-Sep-21,12,Yes,No,No,Furnished,Bayswater Station,5,W2,14-Sep-21
1207629,https://www.openrent.co.uk//1207629,"2 Bed Flat, Leinster Square, W2","Large and spacious 2 double bedroom flat, (1,000 Sq Ft+) with 2 full bathrooms, 1 guest bathroom Flat and 2 private patios. Residents of this building are eligible for a key to access the beautiful garden square opposite (annual fee). Situated in a period property a stone's throw to Hyde Park in a sought after garden square within a few minutes to Bayswater, & Queensway Tube stations and Paddington Station (Heathrow Express). Easy access to the into the West End & conveniently located for the bars, restaurants and shops on Queensway, Westbourne Grove and Notting Hill.Includes 2 double bedrooms, both with en-suite bathrooms, living room, good sized kitchen and a guest bathroom. Access to large private patio. Available now",London,2,3,4,2250,2250,No,Yes,Yes,No,No,17-Sep-21,12,No,No,No,Unfurnished,Bayswater Station,5,W2,14-Sep-21
1202287,https://www.openrent.co.uk//1202287,"2 Bed Flat, Kerbela St, E2","Fantastic Top floor two-bedroom apartment / flat available to rent in a lovely gated and secure development in Brick Lane / Shoreditch. Preference is to have Professional people sharing or a couple renting. Current tenants are lawyers working in Spitalfields.Apartment is located in an extremely convenient spot for TheCity, Shoreditch, Docklands and the rest of central London.The area is buzzing with local restaurants and bars of BrickLane, Redchurch St & Shoreditch.Nearest tube is a 10mins walk to Bethnal Green or LiverpoolStreet and 2mins walk from Shoreditch High street Overground.Apartment is in a secure gated modern development. Apartment comes with 2 large double rooms, 1 bathroom, a large living room & kitchen. It also comes with plenty of storage as it has a large attic. Also comes with parking space (but will discuss)The apartment is also fully furnished to a high standard. Experienced landlord with over 10years experience renting out properties",London,2,1,2,1900,1900,No,Yes,Yes,No,No,14-Sep-21,6,Yes,No,No,Furnished,Shoreditch High Street,8,E2,14-Sep-21
1210336,https://www.openrent.co.uk//1210336,"2 Bed Flat, Hermitage Court, E1W","We are proud to offer this delightful 2 bedroom, 2 bathroom flat in a great location.Available to move in from 11 September 2021, this property benefits from available parking. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£2,500.00 per month (Â£576.92 per week)Deposit / Bond is Â£2,884.61Minimum tenancy is 12 monthsMaximum number of tenants is 6",London,2,2,6,2884,2500,No,Yes,Yes,Yes,Yes,14-Sep-21,12,No,Yes,No,Furnished,Wapping,8,E1W,14-Sep-21
1199222,https://www.openrent.co.uk//1199222,"1 Bed Flat, Kensington, W8","We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. This is truly an amazingly convenient location close to a whole host of attractions such as Hyde Park, Holland park, 3 tube stations within minutes, museums, a 24 Super market and a lot more! Available to Professionals & Mature students. Short term availability is also an option.Recently refurbished to a very high standard. Available to move in from 1st October 2021. Property is offered furnished on a long or short let basis. Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,841.67 per month (Â£425.00 per week)Deposit / Bond is Â£1,841.67Minimum tenancy is 1 monthsMaximum number of tenants is 2",London,1,1,2,1885,1885,No,Yes,Yes,No,No,14-Sep-21,1,No,No,No,Furnished,Gloucester Road Station,7,W8,14-Sep-21
1199831,https://www.openrent.co.uk//1199831,"Room in a Shared Flat, Cheyne Walk, SW10","We are proud to offer this delightful room in a 1 bedroom, 1 bathroom shared flat in a great location.Available to move in from 01 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,260.00 per month (Â£290.77 per week)Deposit / Bond is Â£0.00Minimum tenancy is 1 monthsMaximum number of tenants is 1",London,1,1,1,0,1260,Yes,Yes,No,No,No,14-Sep-21,1,No,No,No,Furnished,Imperial Wharf,12,SW10,14-Sep-21
1211764,https://www.openrent.co.uk//1211764,"1 Bed Flat, Gorsuch Place, E2","This spacious one-bedroom Shoreditch apartment comes fully furnished and all-inclusive with its own private lounge, kitchen and bathrooms. The interior has been carefully curated with high quality furniture and bold pops of colour to create a charming Scandinavian feel of modern luxury. The complex itself offers exclusive access to communal spaces, such as a rooftop terrace, 16-seater cinema, fitness studio, members lounge as well as 24/7 concierge. Wifi and bills (except council tax) are all included in one monthly payment.   Shoreditch is famous for its youth culture. If you're looking for art, fashion, culture and food - this is where you belong. It's full of trendy restaurants, bars, markets and independent boutiques that are right on the building's doorstep.",London,1,1,2,2757,2390,Yes,Yes,Yes,Yes,No,27-Sep-21,3,No,No,No,Furnished,Hoxton,2,E2,14-Sep-21
1182373,https://www.openrent.co.uk//1182373,"Room in a Shared Flat, Settles Street, E1","We are proud to offer this delightful room in a 3 bedroom, 1 bathroom shared flat in a great location.Available to move in from 01 October 2021, this property benefits from garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£615.00 per month (Â£141.92 per week)Deposit / Bond is Â£600.00Minimum tenancy is 6 monthsMaximum number of tenants is 3",London,3,1,3,600,615,No,Yes,No,No,Yes,01-Oct-21,6,Yes,No,No,Furnished,Whitechapel,6,E1,14-Sep-21
1198635,https://www.openrent.co.uk//1198635,"1 Bed Flat, Oseney Crescent, NW5","Newly refurbished property, this bright and spacious 1 bedroom flat is a gem!Set on a raised ground floor in a quiet and safe residential area of Kentish Town, this is the perfect place for professionals. We are looking for a clean, quiet and tidy person who will look after their space.You will have a bedroom, living room, kitchen and bathroom (with bath!). The three living spaces will each have a large single-hung window to let in copious amounts of natural light. This never-before-lived-in flat has great potential, from easy access commuting to central London, to great local food spots.On-street parking is available upon purchase of a permit from the council. Location advice:Kentish Town Underground Station: 10-15 min walk (Northern line)Bus stops (on the high street): 5 min walkHigh Street: 5 min walkPark: 1 min walkGym: 15-20 min walk***PRICE: Â£1650 per month. No bills are included.We will require you to have a guarantor (guarantor company accepted), evidence of being in full time employment or universal credit and 2 character references. Universal credit will need to be arranged to be paid directly to the landlord. Please feel free to contact me!",London,1,1,2,1846,1600,No,Yes,Yes,No,No,14-Sep-21,12,No,No,No,Unfurnished,Kentish Town,8,NW5,14-Sep-21
1207816,https://www.openrent.co.uk//1207816,"1 Bed Flat, Primrose Hill Court, NW3","Well positioned 1st floor flat in purpose built block with lift. Just moments from Primrose Hill shops and parkâ¢	Good sized lounge with wooden floorâ¢	Open plan kitchen with built in cooker, hob, large fridge/freezer, dishwasherâ¢	Shower room with washer/drierâ¢	Good sized double bedroomâ¢	Balcony (South facing)â¢	Plenty of built-in storageFlat has just undergone complete redecoration including a new bathroom.200m from Primrose Hill Park (and short walk to Regentâs Park)250m from the shops, cafes and restaurants of Regentâs Park Road.5 minute walk to Chalk Farm tube (Northern Line)Would suit professional single/couple.Â£369 per week/ Â£1600 per month (excluding bills)Available nowHonest considerate landlords.PRIVATE LANDLORD. NO AGENT ENQUIRIES PLEASE.",London,1,1,2,1845,1600,No,Yes,Yes,No,No,18-Sep-21,12,No,No,No,At tenant choice,Chalk Farm Station,7,NW3,14-Sep-21
1192203,https://www.openrent.co.uk//1192203,"2 Bed Flat, Camberwell, SE5","We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location.Available to move in from 02 September 2021. Property is offered unfurnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,400.00 per month (Â£323.08 per week)Deposit / Bond is Â£1,615.38Minimum tenancy is 6 monthsMaximum number of tenants is 3",London,2,1,3,1615,1400,No,Yes,Yes,Yes,Yes,14-Sep-21,6,No,No,No,Unfurnished,Denmark Hill,18,SE5,14-Sep-21
1207932,https://www.openrent.co.uk//1207932,"2 Bed Flat, Prideaux Road, SW9","Very Big roomed 2 bed split level penthouse flatPerfect for working from homeincludes x2 desk + Pro chairOff Landor roadNear Clapham Hi St. / BrixtonFully furnishedNear Victoria / Northern tubeNear BR Clapham Hi St.Great bars, restaurants + gymsMinimum 12 month letUK guarantor requiredMax.2 peopleDeposit 1.9k                      Video walk-thro avail.NO AGENTSAvailable NOW",London,2,1,2,1500,1660,No,No,No,No,No,14-Sep-21,12,No,Yes,No,Furnished,Clapham North Station,6,SW9,14-Sep-21
1169034,https://www.openrent.co.uk//1169034,"Room in a Shared Flat, Old Montague Street, E1","I am pleased to offer this fantastic deal on room in a GREAT LOCATION in the heart of Brick Lane!This safe and modern flat comes FULLY FURNISHED!ð 5 minutes' walk from Aldgate East and Whitechapelð Walking distance from Liverpool Street station2 minutes away from TescoA step away from a lot of bars and galleries. This flat is just a few steps away from restaurants, bars, and everything great about London cultureEasy access to Central London with everything walking distance.Great for commuters, professionals and students!BILLS INCLUDED:WaterGasElectricityWiFiWeekly professional cleaning service ð§¹ð²Message or call me for more information or to book a viewing!ð²But HURRY! These rooms will go FAST!I look forward to hearing from youSimon",London,3,1,1,258,560,Yes,Yes,No,No,Yes,14-Sep-21,1,No,No,No,Furnished,Whitechapel,4,E1,14-Sep-21
1203988,https://www.openrent.co.uk//1203988,"Room in a Shared Flat, Constable House, NW3","We are proud to offer this delightful master bedroom in a 1 bedroom, 1 bathroom shared flat in a great location.Chalk Farm station 0.1 mileCamden town station 0.4 mileCamden market primrose hill Hampstead all in walking distanceAvailable to move in from 03 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£800.00 per month (Â£184.62 per week)Deposit / Bond is Â£800.00Minimum tenancy is 6 monthsMaximum number of tenants is 1",London,1,1,1,900,900,Yes,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Chalk Farm Station,3,NW3,14-Sep-21
1210777,https://www.openrent.co.uk//1210777,"Room in a Shared Flat, Constable House, NW3","We are proud to offer this delightful double room in a 1 bedroom, 1 bathroom shared flat in a great location.Chalk Farm station 0.1 mileCamden town station 0.4 mileCamden market primrose hill Hampstead all in walking distanceAvailable to move in from 03 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£850.00 per month (Â£184.62 per week)Deposit / Bond is Â£800.00Minimum tenancy is 6 monthsMaximum number of tenants is 1",London,1,1,1,850,850,Yes,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Chalk Farm Station,3,NW3,14-Sep-21
1192524,https://www.openrent.co.uk//1192524,"2 Bed Flat, Courtfield Gardens, SW5","*ALL UTILITY BILLS, COUNCIL TAX and WiFi INCLUDED*A delightful, fully furnished third floor apartment located in this desirable garden square in Kensington close to Earls Court station.The apartment comprises an entrance hall, open plan living kitchen, 2 bedrooms  and a bathroom.Located minutes away from an array of boutique cafes, restaurants and the transport links of Earls Court, South Kensington and Gloucester Road. It also allows quick access onto the A4 to the M4 with Heathrow around a 20 minute drive away. This area is renowned as much for its elegant tree-lined residential streets and private garden squares as it is for its world famous museums and fashionable shopping. Home to the Natural History Museum, the Science Museum and the V&A, South Kensington is widely regarded as London's museum quarter, these iconic buildings collectively creating a commanding presence along Exhibition Road. Gloucester Road underground is located to the east (District, Circle and Piccadilly lines).The apartment is available from the end of October 2021",London,2,1,3,1269,2750,Yes,Yes,No,No,No,31-Oct-21,3,No,No,No,Furnished,Earl's Court Station,5,SW5,14-Sep-21
1023146,https://www.openrent.co.uk//1023146,"Room in a Shared House, Hemberton Road, SW9","We have a superb luxury large ensuite double room to let in a refurbished and extended shared house in Clapham.  The room is on the first floor facing the garden, has high ceilings, and a private ensuite bathroom.All bills are included in the rent for convenience.  The room is available from 12 October.The other housemates are absolutely wonderful people: all young professionals working in London in sectors such as IT, aerospace, marketing, and finance.The bedroom has its own private ensuite shower room, as well as a fullsize double bed, bedside table, desk, chair, and large wardrobe.  We are relatively flexible with regards to furniture: we'd be very happy to let it unfurnished, or with additional pieces of furniture if that would be helpful.The house is a few minutes walk away from Clapham North tube station, and is close to many nearby supermarkets, coffee shops and restaurants. Clapham Common is only a fifteen minute walk away,Virgin Media 350Mbps optic fibre broadband is included, as well as all other bills.There is a shared living room and large kitchen with an island, and workbench, where there is a full range of cooking facilities, as well as two tall fridges and freezers. There is also a washer dryer and dishwasher. The living room has a 49"" UHD TV, a coffee table, and two Chesterfield sofas.  The house also has a basement for storage.We are the owners of the house, and we do not work with agents, so you would be liaising directly with the landlords for any maintenance issues (also no hidden charges and no middlemen).The room is Â£1,200 per month with all bills included (or Â£277 per week).No couples, and no pets please.",London,6,7,1,1384,1200,Yes,Yes,No,Yes,No,12-Oct-21,6,Yes,Yes,No,At tenant choice,Clapham North Station,5,SW9,14-Sep-21
1212350,https://www.openrent.co.uk//1212350,"2 Bed Maisonette, Crossley Street, N7","Beautiful split level period property with large south-facing secluded garden. 2 good sized bedrooms, a huge bathroom, and a stunning open plan kitchen living room.  Double glazing throughout the ground floor and new Ikea kitchen. Near restaurants and bars of Upper street. Near both Paradise Park and Highbury Fields. 10-minute walk to Highbury and Islington (Victoria Line) and Caledonian Road (Picadilly Line).",London,2,1,3,2166,2166,No,Yes,Yes,Yes,No,25-Sep-21,6,Yes,Yes,Yes,Unfurnished,Caledonian Road & Barnsbury,7,N7,14-Sep-21
1170983,https://www.openrent.co.uk//1170983,"Room in a Shared Flat, Fieldgate Street, E1","We are proud to offer this delightful room in a 3 bedroom, 2 bathroom shared flat in a great location.Available to move in from 02 August 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£720.00 per month (Â£166.15 per week)Deposit / Bond is Â£332.30Minimum tenancy is 12 monthsMaximum number of tenants is 1",London,3,2,1,332,720,Yes,Yes,No,No,No,14-Sep-21,12,No,No,No,Furnished,Whitechapel,4,E1,14-Sep-21
1203703,https://www.openrent.co.uk//1203703,"Room in a Shared House, Wickersley Road, SW11","One double bedroom available in a three bed house share. One double bedroom available in a house share with a female and male professional.  Â£650pcm per month payable in advance plus a deposit equivalent to one months' rent of Â£650.  Working professionals only.  No animals.  Bills not included.  The house has internet.  It's fully furnished/ fitted kitchen.  This property also has a lovely garden.  Close to Clapham Junction, Queenstown Road and Battersea Park rail stations.  Quiet cul-de-sac.  Close to buses for Kings Road shopping, bars and restaurants and Central London.",London,3,1,1,650,650,No,No,No,No,No,14-Sep-21,6,Yes,No,No,Furnished,Queenstown Road (Battersea),11,SW11,14-Sep-21
1206150,https://www.openrent.co.uk//1206150,"Studio Flat, Clanricarde Gardens, W2","All Bills Included!!!Very well-presented spacious studio flat set in the heart of Notting Hill, Zone 1.The apartment further comprises of a compact kitchenette and nicely tiled multi jet power shower, laminate flooring, spacious sleeping area, TV and is available furnished.Located within 0.2 miles, 5 min walk to Notting Hill Gate tube station (Central line, District and Circle), Hyde Park, Portobello Road (the most beautiful Sunday markets in London) and is surrounded by shopping and eateries on Bayswater Road.",London,1,1,2,1788,1550,Yes,Yes,Yes,No,Yes,14-Sep-21,12,No,No,No,Furnished,Notting Hill Gate Station,5,W2,14-Sep-21
1174000,https://www.openrent.co.uk//1174000,"1 Bed Flat, Reform Street, SW11","Impressive one double  bedroom, one bathroom flat with open plan kitchen and spacious living area. Newly refurbished and carpeted throughout. Own front door. In a great location moments away from Battersea Park and Clapham Junction station. Walking distance from several restaurants and Latchmere leisure centre .",London,1,1,2,1400,1400,No,No,No,No,No,14-Sep-21,12,No,No,No,Furnished,Queenstown Road (Battersea),15,SW11,14-Sep-21
1208941,https://www.openrent.co.uk//1208941,"1 Bed Flat, Reform Street, SW11","Impressive one double  bedroom, one bathroom flat with open plan kitchen and spacious living area. Newly refurbished and carpeted throughout. Own front door. In a great location moments away from Battersea Park and Clapham Junction station. Walking distance from several restaurants and Latchmere leisure centre .",London,1,1,2,1400,1400,No,No,No,No,No,14-Sep-21,12,No,No,No,Furnished,Queenstown Road (Battersea),15,SW11,14-Sep-21
1210194,https://www.openrent.co.uk//1210194,"3 Bed Flat, Finchley Road, NW8","A beautifully presented three/four bedroom property spread across the entire first floor of this Victorian conversion in St John's Wood. The property, which has original period features, comprises one/two reception rooms, three/four bedrooms, shower room (en suite), a family bathroom and an integrated, modern kitchen. Further benefits include high ceilings and versatile living space. Located within short walking distance from St John's Wood underground station (Jubilee line), St John's Wood High Street, Finchley Road and Regents Park. The property is neutrally decorated throughout and conveniently located within 0.1 miles of St Johns Wood tube station.Total Sq Ft:1316 Sq Ft (122.3 Sq M). Approx.",London,3,2,5,4249,3683,No,No,No,No,No,10-Oct-21,12,No,No,No,At tenant choice,St. John's Wood Station,2,NW8,14-Sep-21
1204121,https://www.openrent.co.uk//1204121,"Studio Flat, Centre Point, SE1","Huge 17th floor Studio ApartmentThe Old Kent Road and Asda are both two minutes away, as is access to all the buses you could possibly want, including one direct to London Bridge (perfect for all the colleges and universities!) and another to the City (Liverpool Street). Great for when the tubes go on strike!The apartment is suitable for a couple or an individual and is available either furnished or unfurnished. EBills not included",London,1,1,2,1269,1100,No,Yes,Yes,Yes,Yes,14-Sep-21,12,No,No,No,Unfurnished,South Bermondsey,16,SE1,14-Sep-21
1181811,https://www.openrent.co.uk//1181811,"1 Bed Flat, Vicarage Grove, SE5","an amazing fully furnished 1 bedroom flat in the heart of camberwellThe flat comprises of stripped floors throughout,open plan reception roomWashing machine,oven & extractor.Bathroom & wc, intercom beautiful roof terrace",Camberwell,1,1,2,1528,1325,No,Yes,No,Yes,Yes,14-Sep-21,12,Yes,Yes,No,Furnished,Denmark Hill,10,SE5,14-Sep-21
1185973,https://www.openrent.co.uk//1185973,"Studio Flat, Clanricarde Gardens, W2","HASSLE FREE RENTING | BRAND NEW | FULLY FURNISHED | VIDEO TOUR AVAILABLE Multiple room layouts are available.All room rates vary based on room specifications and length of stay. The price shown reflects the lowest rate for a 12-month stay. Pricing breakdown for shorter stays:9 month stay = from Â£1,707 per month6 month stay = from Â£1,772 per month3 month stay =  from Â£1,837 per monthThis Studio is set within a beautiful historic Georgian conversion. Fully serviced, furnished and all bills included. Kitchenette & En-suite.  Key features:- Newly renovated fully furnished serviced studio - Close by transport links: 5-minute walk to Notting Hill station (central & district lines) - Close to shops, markets, restaurants, and Hyde park - One monthly bill covers everythingStudio features:* Double bed* En-suite * Private kitchenette* Desk* Wardrobe* Wall mounted TV* Storage cabinets* Built-in bedside lights* Bedding & linen Bills include:* Bi-weekly room cleaning* Bi-weekly linen change* Concierge Service* High-speed broadband Internet* Utilities (water, heating, electricity)* Council tax* TV license * On-call maintenance team Get in touch to book your viewing.",London,1,1,2,757,1642,Yes,Yes,No,No,Yes,14-Sep-21,3,No,No,No,Furnished,Notting Hill Gate Station,4,W2,14-Sep-21
